amenity,operator,Latitude,Longitude,Amenity_Type,Raw_Amenity,OSM_ID,name,addr:city,addr:postcode,addr:street,addr:street:corner,brand,brand:wikidata,brand:wikipedia,healthcare,dispensing,drive_through,access:covid19,addr:village,delivery:covid19,shop,takeaway:covid19,addr2:street,branch,opening_hours,source,source:url,addr:province,mapillary,wheelchair,addr:quarter,brand:facebook,brand:website,description,level,payment:cash,addr:state,addr:housenumber,check_date,contact:phone,payment:credit_cards,payment:debit_cards,payment:qr_code,email,phone,ref:vatin,website,source:name,is_in:city,is_in:zip,addr:housename,facebook,payment:gcash,addr:district,air_conditioning,source:feature,source:position,survey:date,source:ph,opening_hours:covid19,note,contributor:ph,official_name,ph:contributor,addr:street:es,addr:floor,addr:town,addr:unit,addr:municipality,addr:place,alt_name,name:abbr,source_ref,building,image,ele,addr:building,contact:facebook,contact:website,wpt_symbol,addr:country,FIXME,arivac:name,arivac:type_id,arivac:typetxt,roof:material,wall:material,contributor,old_name,fixme,name:en,payment:mastercard,payment:visa,wpt_description,addr:barangay,short_name,not:brand:wikidata,check_date:opening_hours,operational_status,backup_generator,capacity:persons,operator:type,survey:name,water_source,addr:suburb,mobile,addr:city_block,internet_access,payment:cards,addr:housewing,contact:mobile,level:ref,name:it,sym,time,cmt,is_in:town,atm,name:es,emergency,surveillance,surveillance:type,previously,opening_hours:drive_through,operator:wikidata,operator:wikipedia,payment:mastercard_debit,payment:visa_debit,addr:street_1,postal_code,contact:email,layer,addr:neighbourhood,delivery,smoking,wall:material_1,noname,bubbleid,old_addr:street,addr:city:es,name:fr,payment:coins,payment:cryptocurrencies,boutique,addr:subdistrict,admin_level,payment:contactless,strapline,old_addr:housenumber,addr:milestone,floor:material,addr:hamlet,name:ru,San,building:levels,building:material,money_transfer,parking,unisex,nohousenumber,building:use,start_date,addr:block_number,delivery:partner,indoor,room,currency:XBT,payment:lightning,payment:lightning_contactless,payment:onchain,payment:telephone_cards,payment:maya,payment:paymaya,payment:qr_ph,internet_access:ssid,addr:lot,outdoor_seating,name:ceb
pharmacy,Lyka Singca,15.0080194,120.7122582,Pharmacy,pharmacy,8246384909,Alja Pharmacy,,,Galang Road,,,,,pharmacy,,,,,,,,,,,survey,,,sA9JCJNDqjdoxLhv637sRo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-12-02,,,,,,,,,Santo Tomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,<50,private,PDC PhilAWARE,water_works,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pharmacy,Estrelita Baluyut,15.0067862,120.7141860,Pharmacy,pharmacy,8246410167,St. Anne's Pharmacy,,,MacArthur Highway,,,,,pharmacy,,,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-12-02,,,,,,,,,Santo Tomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,<50,private,PDC PhilAWARE,water_works,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pharmacy,Dr. Azalea Mae Dizon-Pascual,15.0078873,120.7126310,Pharmacy,pharmacy,8246421183,Botica Plus,,,MacArthur Highway,,,,,pharmacy,,,,,,,,,,,survey,,,RjnDUOfcPrnWIzzeDoFAVe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-12-02,,,,,,,,,Santo Tomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,<50,private,PDC PhilAWARE,water_works,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pharmacy,Kezan Santos,15.0090829,120.7100788,Pharmacy,pharmacy,8246425698,Kezz Pharmacy,,,MacArthur Highway,,,,,pharmacy,,,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-12-02,,,,,,,,,Santo Tomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,<50,private,PDC PhilAWARE,water_works,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pharmacy,Southstar Drug,15.0075819,120.7122511,Pharmacy,pharmacy,8246436192,Southstar Drug,,,MacArthur Highway,,,,,pharmacy,,,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-12-02,,,,,,,,,Santo Tomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,<50,private,PDC PhilAWARE,water_works,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pharmacy,Abigail Esguerra,15.0083109,120.7104342,Pharmacy,pharmacy,8246469726,Saint Matthias Pharmacy and General Merchandise,,,D.P. Canlas,,,,,pharmacy,,,,,,,,,,,survey,,,6yx3aS55rJu1xnxLvheK7A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-12-02,,,,,,,,,Santo Tomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,<50,private,PDC PhilAWARE,water_works,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pharmacy,,15.1318359,120.5712846,Pharmacy,pharmacy,8247354050,Medic One,,,Friendship Highway,,,,,pharmacy,,,,,,,,,,,,,,5609720162403961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pharmacy,,15.1469473,120.7687455,Pharmacy,pharmacy,8250481315,Ucare Drugstore,,,J. M. Espino Street,,,,,pharmacy,,,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-12-07,,,,,,,,,Arayat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,<50,private,PDC PhilAWARE,water_works,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pharmacy,,15.1479441,120.7592659,Pharmacy,pharmacy,8250484494,Circle Plus Pharmacy,,,,,,,,pharmacy,,,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-12-07,,,,,,,,,Arayat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,<50,private,PDC PhilAWARE,water_works,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pharmacy,,15.1104667,120.5644409,Pharmacy,pharmacy,8253384986,König Drugstore,,,Porac-Angeles Road,,,,,pharmacy,,,,,,,,,,,,,,377690940236665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pharmacy,Virgie Cayanan; Glandowen Alboleras,15.1714335,120.7660673,Pharmacy,pharmacy,8260771252,Botika ng Barangay,,,,,,,,pharmacy,,,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-12-10,,,,,,,,,Arayat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,<50,barangay_government,PDC PhilAWARE,powered_pump,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pharmacy,Maylene Puyat,15.1638831,120.7784946,Pharmacy,pharmacy,8260814387,Puyat Drugstore,,,,,,,,pharmacy,,,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-12-10,,,,,,,,,Arayat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,<50,private,PDC PhilAWARE,powered_pump,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pharmacy,Marian Guevarra,15.1639510,120.7785007,Pharmacy,pharmacy,8260814388,MC. Guevarra Drugstore,,,,,,,,pharmacy,,,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-12-10,,,,,,,,,Arayat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,<50,private,PDC PhilAWARE,powered_pump,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pharmacy,Sara Jane Espiritu,14.9626019,120.6324685,Pharmacy,pharmacy,8268790007,Espi Generic Pharmacy,,,Librado Santos,,,,,pharmacy,,,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-12-15,,,,,,,,,Guagua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,<50,private,PDC PhilAWARE,water_works,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pharmacy,Emmanuel Mallari,14.9618161,120.6327454,Pharmacy,pharmacy,8268790008,Guagua Pharmacy,,,Valencia Street,,,,,pharmacy,,,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-12-15,,,,,,,,,Guagua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,<50,private,PDC PhilAWARE,water_works,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pharmacy,Gofer Fernando,14.9627431,120.6331799,Pharmacy,pharmacy,8268832229,Gofer Drug Store,,,Cardinal Santos Avenue,,,,,pharmacy,,,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-12-15,,,,,,,,,Guagua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,<50,private,PDC PhilAWARE,water_works,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pharmacy,Mary Ann Maninang,14.9626181,120.6329942,Pharmacy,pharmacy,8268832230,MedRX Pharmacy,,,Cardinal Santos Avenue,,,,,pharmacy,,,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-12-15,,,,,,,,,Guagua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,<50,private,PDC PhilAWARE,water_works,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pharmacy,Erlinda Salonga,14.9625287,120.6327927,Pharmacy,pharmacy,8268832233,Wilfred Pharmacy,,,Librado Santos,,,,,pharmacy,,,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-12-15,,,,,,,,,Guagua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,<50,private,PDC PhilAWARE,water_works,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pharmacy,Southstar Drug,14.9630379,120.6322841,Pharmacy,pharmacy,8268832234,Southstar Drug,,,Senator Gil Puyat Avenue,,,,,pharmacy,,,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-12-15,,,,,,,,,Guagua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,<50,private,PDC PhilAWARE,water_works,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pharmacy,,9.7909983,125.4937724,Pharmacy,pharmacy,8273984318,Watsons,,,,,Watsons,Q7974785,en:Watsons,pharmacy,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pharmacy,,14.5496736,121.1206735,Pharmacy,pharmacy,8288716036,Ayson Pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pharmacy,,13.9645450,121.5294240,Pharmacy,pharmacy,8292301502,Farmacia ni Dok,,,General Luna Street,,,,,,,,,,,,,,,,,,,1224610074638553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pharmacy,,8.5078166,125.9767994,Pharmacy,pharmacy,8292459568,Rojon,,,Roxas,,,,,,,,,,,,,,,,,,,376042723781246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pharmacy,,8.5077701,125.9768397,Pharmacy,pharmacy,8292459569,TGP,,,Roxas Street,,The Generics Pharmacy,Q61948677,,pharmacy,,,,,,,,,,,,,,206640727957507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Generics Pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pharmacy,,13.9327921,121.6126979,Pharmacy,pharmacy,8298876871,TGP,,,Quezon Avenue,,The Generics Pharmacy,Q61948677,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Generics Pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pharmacy,,13.9407862,121.6120192,Pharmacy,pharmacy,8299131044,Med Booth,,,Allarey,,,,,,,,,,,,,,,,,,,476158986771723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pharmacy,,13.9406239,121.6118933,Pharmacy,pharmacy,8299131049,Dasia Drugstore,,,Allarey,,,,,,,,,,,,,,,,,,,948703465917127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pharmacy,,13.9405343,121.6120327,Pharmacy,pharmacy,8299131050,Botica Plus,,,Allarey,,,,,,,,,,,,,,,,,,,1135464020301143,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pharmacy,,13.9400547,121.6118717,Pharmacy,pharmacy,8299131057,Zure RX,,,Allarey,,,,,,,,,,,,,,,,,,,4424208857608035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pharmacy,,13.9612152,121.6095449,Pharmacy,pharmacy,8299339699,TGP,,,Lucena-Tayabas-Mauban Port Road,,The Generics Pharmacy,Q61948677,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Generics Pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pharmacy,,13.9517063,121.6130050,Pharmacy,pharmacy,8299364128,Carlos Superdrug,,,Manuel Quezon Avenue,,,,,,,,,,,,,,,,,,,161498722645709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pharmacy,,13.9514603,121.6131706,Pharmacy,pharmacy,8299364134,TGP,,,Manuel Quezon Avenue,,The Generics Pharmacy,Q61948677,,pharmacy,,,,,,,,,,,,,,342017227343237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Generics Pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pharmacy,,14.9982334,120.6530524,Pharmacy,pharmacy,8310505552,VD Pharmacy,,,MacArthur Highway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pharmacy,,15.0070245,120.6565057,Pharmacy,pharmacy,8310656902,Botica Plus,,,MacArthur Highway,,,,,,,,,,,,,,,,,,,183811906957211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pharmacy,,9.9378221,123.3929590,Pharmacy,pharmacy,8315074917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Аптека,,,,,,,,,,,,,,,,,,,,,,,,,
pharmacy,The Generics Pharmacy,14.9355706,120.6228037,Pharmacy,pharmacy,8322993369,The Generics Pharmacy,,,,,,,,pharmacy,,,,,,,,,,,survey,,,S8hr5z460qoQrZUSx4sZqB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-01-13,,,,,,,,,Sasmuan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,<50,private,PDC PhilAWARE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ceramics,,,,,,,,,,,,,,,,,,,,,,,,,,,
pharmacy,Virginia Lagman Magpayo,14.9372367,120.6236839,Pharmacy,pharmacy,8323246406,Magpayo Pharmacy,,,,,,,,pharmacy,,,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-01-12,,,,,,,,,Sasmuan,,,San Pedro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,<50,private,PDC PhilAWARE,manual_pump,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pedro,,,,,,,,,,,,,,,,,,,,,,,,
pharmacy,Ruth Catherine Velasco Tamayo,14.9359166,120.6225701,Pharmacy,pharmacy,8323517149,Tamvel Convenient Store,,,,,,,,pharmacy,,,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-01-13,,,,,,,,,Sasmuan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<50,private,PDC PhilAWARE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ceramics,,,,,,,,,,,,,,,,,,,,,,,,,,,
pharmacy,,7.4462407,125.8103953,Pharmacy,pharmacy,8329346404,Perpetual Pharmacy,Tagum City,8100,Lapu-Lapu Extension,,,,,,,,,,,,,,,,,,Davao del Norte,,,,,,,,,,,,,,,,,,,,,,,Gaisano Grand Annex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Visayan Village,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pharmacy,,7.4444324,125.8132803,Pharmacy,pharmacy,8329444746,Jalee Pharmacy Inc,,,,,,,,pharmacy,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pharmacy,,7.4479018,125.8047852,Pharmacy,pharmacy,8332930767,Mercury Drug,,8100,,,Mercury Drug,Q6818610,en:Mercury Drug,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pharmacy,,13.9547354,121.1627687,Pharmacy,pharmacy,8340370826,Watsons,,,,,Watsons,Q7974785,en:Watsons,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pharmacy,Dra. Joy Mallari-Delara,15.0695715,120.7347320,Pharmacy,pharmacy,8340504693,Hygieia Pharmacy,,,Jose Abad Santos Avenue,,,,,pharmacy,,,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-01-19,,,,,,,,,Mexico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<50,private,PDC PhilAWARE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pharmacy,,13.9434568,121.1534446,Pharmacy,pharmacy,8340525676,Newton's Pharmacy,Lipa,,Ayala Highway,,,,,pharmacy,yes,,,,,,,,,,interpolation,,,882980056285123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pharmacy,PELCO 1,15.0735590,120.7489937,Pharmacy,pharmacy,8340526591,PELCO 1-AES Pharmacy,,,Jose Abad Santos Avenue,,,,,pharmacy,,,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-01-19,,,,,,,,,Mexico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<50,private,PDC PhilAWARE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pharmacy,Geoffrey Manalad;Eloiza Canlas,15.0735541,120.7520306,Pharmacy,pharmacy,8340567238,Life Prescriptions Pharmacy,Mexico,2021,Jose Abad Santos Avenue,,,,,pharmacy,yes,,,,,,,,,Mo-Su 07:00-20:00,,,Pampanga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Santo Domingo,,,,,no,,private,,water_works,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pharmacy,Shaira Hernandez Castro,15.0732877,120.7569364,Pharmacy,pharmacy,8340574886,Apo Bhi Drugstore,,,Jose Abad Santos Avenue,,,,,pharmacy,,,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-01-19,,,,,,,,,Mexico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<50,private,PDC PhilAWARE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pharmacy,Jennifer A. Francisco,15.0726318,120.7561404,Pharmacy,pharmacy,8340595730,KCVF Healthcare Products Trading,,,Jose Abad Santos Avenue,,,,,pharmacy,,,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-01-19,,,,,,,,,Mexico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<50,private,PDC PhilAWARE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pharmacy,Janet Urquico,15.0723333,120.7614277,Pharmacy,pharmacy,8340606246,Happy Pharma Street Drugstore,,,Maligaya,,,,,pharmacy,,,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-01-19,,,,,,,,,Mexico,,,,,,,commercial,,,,,,,,,,,,metal,,,,,,,,,,,,,,no,<50,private,PDC PhilAWARE,water_works,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cement,,,,1,concrete,,,,,,,,,,,,,,,,,,,,,,
pharmacy,,13.9412956,121.1481862,Pharmacy,pharmacy,8340830076,TGP,,,,,The Generics Pharmacy,Q61948677,,pharmacy,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Generics Pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
