amenity,operator,Latitude,Longitude,Amenity_Type,Raw_Amenity,OSM_ID,name,addr:city,addr:postcode,addr:street,addr:street:corner,brand,brand:wikidata,brand:wikipedia,healthcare,dispensing,drive_through,access:covid19,addr:village,delivery:covid19,shop,takeaway:covid19,addr2:street,branch,opening_hours,source,source:url,addr:province,mapillary,wheelchair,addr:quarter,brand:facebook,brand:website,description,level,payment:cash,addr:state,addr:housenumber,check_date,contact:phone,payment:credit_cards,payment:debit_cards,payment:qr_code,email,phone,ref:vatin,website,source:name,is_in:city,is_in:zip,addr:housename,facebook,payment:gcash,addr:district,air_conditioning,source:feature,source:position,survey:date,source:ph,opening_hours:covid19,note,contributor:ph,official_name,ph:contributor,addr:street:es,addr:floor,addr:town,addr:unit,addr:municipality,addr:place,alt_name,name:abbr,source_ref,building,image,ele,addr:building,contact:facebook,contact:website,wpt_symbol,addr:country,FIXME,arivac:name,arivac:type_id,arivac:typetxt,roof:material,wall:material,contributor,old_name,fixme,name:en,payment:mastercard,payment:visa,wpt_description,addr:barangay,short_name,not:brand:wikidata,check_date:opening_hours,operational_status,backup_generator,capacity:persons,operator:type,survey:name,water_source,addr:suburb,mobile,addr:city_block,internet_access,payment:cards,addr:housewing,contact:mobile,level:ref,name:it,sym,time,cmt,is_in:town,atm,name:es,emergency,surveillance,surveillance:type,previously,opening_hours:drive_through,operator:wikidata,operator:wikipedia,payment:mastercard_debit,payment:visa_debit,addr:street_1,postal_code,contact:email,layer,addr:neighbourhood,delivery,smoking,wall:material_1,noname,bubbleid,old_addr:street,addr:city:es,name:fr,payment:coins,payment:cryptocurrencies,boutique,addr:subdistrict,admin_level,payment:contactless,strapline,old_addr:housenumber,addr:milestone,floor:material,addr:hamlet,name:ru,San,building:levels,building:material,money_transfer,parking,unisex,nohousenumber,building:use,start_date,addr:block_number,delivery:partner,indoor,room,currency:XBT,payment:lightning,payment:lightning_contactless,payment:onchain,payment:telephone_cards,payment:maya,payment:paymaya,payment:qr_ph,internet_access:ssid,addr:lot,outdoor_seating,name:ceb,Transit,Finance,Education,Retail,Civic,Healthcare,Food_Place,Government,Infrastructure,index_right,adm4_psgc,adm4_en,geo_level,len_crs,area_crs,len_km,area_km2
pharmacy,,15.0070245,120.6565057,Pharmacy,pharmacy,8310656902,Botica Plus,,,MacArthur Highway,,,,,,,,,,,,,,,,,,,183811906957211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,1,2,9,0,0,7294.0,305404019.0,San Vicente,Bgy,4273.0,943579.0,4.0,0.0
pharmacy,,9.9378221,123.3929590,Pharmacy,pharmacy,8315074917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Аптека,,,,,,,,,,,,,,,,,,,,,,,,,,7,2,1,0,2,0,13,0,0,21945.0,702233010.0,Poblacion East,Bgy,5600.0,1053063.0,5.0,1.0
pharmacy,The Generics Pharmacy,14.9355706,120.6228037,Pharmacy,pharmacy,8322993369,The Generics Pharmacy,,,,,,,,pharmacy,,,,,,,,,,,survey,,,S8hr5z460qoQrZUSx4sZqB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-01-13,,,,,,,,,Sasmuan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,<50,private,PDC PhilAWARE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ceramics,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,7734.0,305422007.0,San Antonio,Bgy,17112.0,11502930.0,17.0,11.0
pharmacy,Virginia Lagman Magpayo,14.9372367,120.6236839,Pharmacy,pharmacy,8323246406,Magpayo Pharmacy,,,,,,,,pharmacy,,,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-01-12,,,,,,,,,Sasmuan,,,San Pedro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,<50,private,PDC PhilAWARE,manual_pump,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pedro,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,7737.0,305422010.0,San Pedro,Bgy,4011.0,938185.0,4.0,0.0
pharmacy,Ruth Catherine Velasco Tamayo,14.9359166,120.6225701,Pharmacy,pharmacy,8323517149,Tamvel Convenient Store,,,,,,,,pharmacy,,,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-01-13,,,,,,,,,Sasmuan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<50,private,PDC PhilAWARE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ceramics,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,7733.0,305422006.0,Sta. Lucia,Bgy,3614.0,728429.0,3.0,0.0
pharmacy,,7.4462407,125.8103953,Pharmacy,pharmacy,8329346404,Perpetual Pharmacy,Tagum City,8100,Lapu-Lapu Extension,,,,,,,,,,,,,,,,,,Davao del Norte,,,,,,,,,,,,,,,,,,,,,,,Gaisano Grand Annex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Visayan Village,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,36,6,0,10,4,76,0,17,31685.0,1102319016.0,Magugpo Poblacion,Bgy,5201.0,958803.0,5.0,0.0
pharmacy,,7.4444324,125.8132803,Pharmacy,pharmacy,8329444746,Jalee Pharmacy Inc,,,,,,,,pharmacy,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,33,6,0,10,4,76,0,15,31689.0,1102319022.0,Visayan Village,Bgy,13424.0,8156475.0,13.0,8.0
pharmacy,,7.4479018,125.8047852,Pharmacy,pharmacy,8332930767,Mercury Drug,,8100,,,Mercury Drug,Q6818610,en:Mercury Drug,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,37,6,0,11,5,75,0,17,31685.0,1102319016.0,Magugpo Poblacion,Bgy,5201.0,958803.0,5.0,0.0
pharmacy,,13.9547354,121.1627687,Pharmacy,pharmacy,8340370826,Watsons,,,,,Watsons,Q7974785,en:Watsons,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,39,5,0,7,23,144,0,8,9153.0,401014030.0,Marauoy,Bgy,8689.0,4097839.0,8.0,4.0
pharmacy,Dra. Joy Mallari-Delara,15.0695715,120.7347320,Pharmacy,pharmacy,8340504693,Hygieia Pharmacy,,,Jose Abad Santos Avenue,,,,,pharmacy,,,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-01-19,,,,,,,,,Mexico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<50,private,PDC PhilAWARE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,0,0,1,11,13,0,1,7576.0,305413035.0,San Pablo,Bgy,5493.0,1440413.0,5.0,1.0
pharmacy,,13.9434568,121.1534446,Pharmacy,pharmacy,8340525676,Newton's Pharmacy,Lipa,,Ayala Highway,,,,,pharmacy,yes,,,,,,,,,,interpolation,,,882980056285123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,41,7,0,8,24,169,0,8,9154.0,401014031.0,Mataas Na Lupa,Bgy,4128.0,777779.0,4.0,0.0
pharmacy,PELCO 1,15.0735590,120.7489937,Pharmacy,pharmacy,8340526591,PELCO 1-AES Pharmacy,,,Jose Abad Santos Avenue,,,,,pharmacy,,,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-01-19,,,,,,,,,Mexico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<50,private,PDC PhilAWARE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,0,1,7,5,0,0,7583.0,305413042.0,Santo Domingo,Bgy,9387.0,3432020.0,9.0,3.0
pharmacy,Geoffrey Manalad;Eloiza Canlas,15.0735541,120.7520306,Pharmacy,pharmacy,8340567238,Life Prescriptions Pharmacy,Mexico,2021,Jose Abad Santos Avenue,,,,,pharmacy,yes,,,,,,,,,Mo-Su 07:00-20:00,,,Pampanga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Santo Domingo,,,,,no,,private,,water_works,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,0,1,6,5,0,0,7583.0,305413042.0,Santo Domingo,Bgy,9387.0,3432020.0,9.0,3.0
pharmacy,Shaira Hernandez Castro,15.0732877,120.7569364,Pharmacy,pharmacy,8340574886,Apo Bhi Drugstore,,,Jose Abad Santos Avenue,,,,,pharmacy,,,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-01-19,,,,,,,,,Mexico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<50,private,PDC PhilAWARE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,0,1,5,5,0,0,7583.0,305413042.0,Santo Domingo,Bgy,9387.0,3432020.0,9.0,3.0
pharmacy,Jennifer A. Francisco,15.0726318,120.7561404,Pharmacy,pharmacy,8340595730,KCVF Healthcare Products Trading,,,Jose Abad Santos Avenue,,,,,pharmacy,,,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-01-19,,,,,,,,,Mexico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<50,private,PDC PhilAWARE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,0,1,5,5,0,0,7583.0,305413042.0,Santo Domingo,Bgy,9387.0,3432020.0,9.0,3.0
pharmacy,Janet Urquico,15.0723333,120.7614277,Pharmacy,pharmacy,8340606246,Happy Pharma Street Drugstore,,,Maligaya,,,,,pharmacy,,,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-01-19,,,,,,,,,Mexico,,,,,,,commercial,,,,,,,,,,,,metal,,,,,,,,,,,,,,no,<50,private,PDC PhilAWARE,water_works,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cement,,,,1,concrete,,,,,,,,,,,,,,,,,,,,,,,0,4,0,0,1,5,5,0,0,7583.0,305413042.0,Santo Domingo,Bgy,9387.0,3432020.0,9.0,3.0
pharmacy,,13.9412956,121.1481862,Pharmacy,pharmacy,8340830076,TGP,,,,,The Generics Pharmacy,Q61948677,,pharmacy,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Generics Pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,33,5,0,8,18,127,0,5,9154.0,401014031.0,Mataas Na Lupa,Bgy,4128.0,777779.0,4.0,0.0
pharmacy,,10.3771022,124.7490301,Pharmacy,pharmacy,8345673618,three sixty pharmacy,,6524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,2,0,1,5,4,0,1,24453.0,803719028.0,Central Barangay,Bgy,6251.0,704749.0,6.0,0.0
pharmacy,,13.9492329,120.7291661,Pharmacy,pharmacy,8355926420,Mercury Drug,,,Balayan-Balibago Road,,,,,,,,,,,,,,,Mo-Su 09:00-18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,8,1,0,0,3,11,0,1,8738.0,401003018.0,Calzada,Bgy,3790.0,752524.0,3.0,0.0
pharmacy,,15.0637792,120.7201720,Pharmacy,pharmacy,8359115076,N.L. Francisco Drugstore and General Merchandise,,,Jose Abad Santos Avenue,,,,,pharmacy,,,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-01-20,,,,,,,,,Mexico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,<50,private,PDC PhilAWARE,water_works,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,0,4,12,16,0,1,7566.0,305413024.0,Parian,Bgy,3686.0,738985.0,3.0,0.0
pharmacy,,15.0641697,120.7204261,Pharmacy,pharmacy,8359119187,MGGL Pharmacy,,,Jose Abad Santos Avenue,,,,,pharmacy,,,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-01-20,,,,,,,,,Mexico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,<50,private,PDC PhilAWARE,water_works,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,0,4,12,16,0,1,7566.0,305413024.0,Parian,Bgy,3686.0,738985.0,3.0,0.0
pharmacy,,15.0653948,120.7203598,Pharmacy,pharmacy,8359123465,Brillantes Pharmacy,,,Mexico - Arayat Road,,,,,pharmacy,,,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-01-20,,,,,,,,,Mexico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,<50,private,PDC PhilAWARE,water_works,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,0,4,12,16,0,1,7566.0,305413024.0,Parian,Bgy,3686.0,738985.0,3.0,0.0
pharmacy,,15.0638304,120.7201733,Pharmacy,pharmacy,8359124718,Capulong Drugstore,,,Jose Abad Santos Avenue,,,,,pharmacy,,,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-01-20,,,,,,,,,Mexico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,<50,private,PDC PhilAWARE,water_works,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,0,4,12,16,0,1,7566.0,305413024.0,Parian,Bgy,3686.0,738985.0,3.0,0.0
pharmacy,Maribel Dayao,15.0662482,120.6998000,Pharmacy,pharmacy,8359188669,5510 General Merchandise,,,,,,,,pharmacy,,,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-01-20,,,,,,,,,Mexico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<50,private,PDC PhilAWARE,water_works,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,0,0,1,2,30,0,6,7567.0,305413025.0,Sabanilla,Bgy,11699.0,3474241.0,11.0,3.0
pharmacy,Jean Pierre Mendoza,15.0655120,120.7198280,Pharmacy,pharmacy,8359198619,JPEGS Pharmacy and General Merchandise,,,Hizon Street,,,,,pharmacy,,,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-01-20,,,,,,,,,Mexico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,<50,private,PDC PhilAWARE,water_works,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,0,4,12,16,0,1,7566.0,305413024.0,Parian,Bgy,3686.0,738985.0,3.0,0.0
pharmacy,John Estraus Panglaqui,15.0535066,120.7120563,Pharmacy,pharmacy,8359238434,Botica Plus,,,,,,,,pharmacy,,,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-01-20,,,,,,,,,Mexico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<50,private,PDC PhilAWARE,water_works,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,12,0,0,3,10,39,0,6,7571.0,305413030.0,San Jose Matulid,Bgy,10513.0,3305569.0,10.0,3.0
pharmacy,Healthy Options,15.0519632,120.7021611,Pharmacy,pharmacy,8359312565,Healthy Options,,,Jose Abad Santos Avenue,,,,,pharmacy,,,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-01-20,,,,,,,,,Mexico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,<50,private,PDC PhilAWARE,water_works,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,14,7,0,6,3,59,0,16,7557.0,305413013.0,Lagundi,Bgy,7701.0,1628938.0,7.0,1.0
pharmacy,Watsons,15.0519729,120.7019404,Pharmacy,pharmacy,8359312566,Watsons,,,Jose Abad Santos Avenue,,Watsons,Q7974785,,pharmacy,,,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-01-20,,,,,,,,,Mexico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,<50,private,PDC PhilAWARE,water_works,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,15,7,0,6,3,59,0,16,7557.0,305413013.0,Lagundi,Bgy,7701.0,1628938.0,7.0,1.0
pharmacy,Kimberly Canlas,15.0726189,120.7202109,Pharmacy,pharmacy,8363138624,Complete Care Pharmacy,,,Mexico - Arayat Road,,,,,pharmacy,,,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-01-21,,,,,,,,,Mexico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,<50,private,PDC PhilAWARE,water_works,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,0,3,12,12,0,1,7569.0,305413027.0,San Carlos,Bgy,3383.0,668318.0,3.0,0.0
pharmacy,Richelle Cunanan,15.0742169,120.7195809,Pharmacy,pharmacy,8363172899,Ellierich Pharmacy,,,Mexico - Arayat Road,,,,,pharmacy,,,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-01-21,,,,,,,,,Mexico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,<50,private,PDC PhilAWARE,water_works,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,0,3,12,12,0,1,7569.0,305413027.0,San Carlos,Bgy,3383.0,668318.0,3.0,0.0
pharmacy,,14.6288954,121.0503305,Pharmacy,pharmacy,8363923171,Cameo,,,Ermin Garcia Street,,,,,pharmacy,,,,,,,,,,,,,,470956164192552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,159,33,2,31,42,676,0,38,35266.0,1381300035.0,E. Rodriguez,Bgy,3375.0,654367.0,3.0,0.0
pharmacy,,15.1389102,120.6939366,Pharmacy,pharmacy,8365805204,PharmaPlus Drugstore,,,Arayat-Mexico Road,,,,,pharmacy,,,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-01-22,,,,,,,,,Mexico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,<50,private,PDC PhilAWARE,water_works,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,7546.0,305413002.0,Anao,Bgy,14498.0,5631885.0,14.0,5.0
pharmacy,,14.6366811,121.0527223,Pharmacy,pharmacy,8369807662,Ultra Medics,,,V. Luna Road,,,,,pharmacy,,,,,,,,,,,,,,4036355516451895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,150,29,6,34,41,692,0,45,35313.0,1381300082.0,Pinyahan,Bgy,5894.0,1566453.0,5.0,1.0
pharmacy,,14.6307504,121.0453362,Pharmacy,pharmacy,8370172924,TGP,,,Kamuning Road,,The Generics Pharmacy,Q61948677,,pharmacy,yes,no,,,,,,,,,,,,312703833780834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Generics Pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,181,32,5,29,39,644,0,39,35279.0,1381300048.0,Kamuning,Bgy,3481.0,437977.0,3.0,0.0
pharmacy,,16.6181175,120.3173654,Pharmacy,pharmacy,8373698141,St. Joseph Drug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RRJ Store,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,28,9,0,17,4,74,0,2,1723.0,103314006.0,Barangay I,Bgy,2129.0,232732.0,2.0,0.0
pharmacy,,16.6188439,120.3170742,Pharmacy,pharmacy,8373710139,Mercury Drug,,,,,Mercury Drug,Q6818610,en:Mercury Drug,pharmacy,yes,,,,,,,,North,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,27,9,0,17,4,63,0,2,1725.0,103314008.0,Barangay III,Bgy,1311.0,66261.0,1.0,0.0
pharmacy,,16.5899274,120.3196716,Pharmacy,pharmacy,8374348295,Mercury Drug,,,,,Mercury Drug,Q6818610,en:Mercury Drug,pharmacy,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,1,0,6,4,53,0,0,1773.0,103314057.0,Sevilla,Bgy,9811.0,2104356.0,9.0,2.0
pharmacy,Milkee Manaloto,15.1835060,120.6435577,Pharmacy,pharmacy,8382871095,Hacienda Drugstore,,,,,,,,pharmacy,,,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-01-27,,,,,,,,,Mexico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,<50,private,PDC PhilAWARE,water_works,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,2,7,11,0,0,7563.0,305413021.0,Pandacaqui,Bgy,10818.0,3491878.0,10.0,3.0
pharmacy,Richard Bognot,15.1805198,120.6272938,Pharmacy,pharmacy,8382882088,Prime Med Drugstore,,,Magalang-Angeles Road,,,,,pharmacy,,,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-01-27,,,,,,,,,Mexico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,<50,private,PDC PhilAWARE,water_works,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,4,4,0,0,7585.0,305413044.0,Sapang Maisac,Bgy,6586.0,1862576.0,6.0,1.0
pharmacy,,15.1787460,120.6253103,Pharmacy,pharmacy,8382890588,Francor Pharmacy,,,Magalang-Angeles Road,,,,,pharmacy,,,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-01-27,,,,,,,,,Mexico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,<50,private,PDC PhilAWARE,water_works,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,3,2,0,1,7585.0,305413044.0,Sapang Maisac,Bgy,6586.0,1862576.0,6.0,1.0
